EmpID,EmpName,EmpSalary
121,Jean Roger,6768
122,James House,7243
123,Nancy Krawiec,7385
124,Luther Walker,6262
125,Kimberly Weber,6922
126,William Weiss,6928
127,Marilyn Smiley,6042
128,Guy Felix,5875
129,Candy Gray,7148
1210,Leonard Barnett,6512
1211,Sarah Navarro,5620
1212,Luke Morales,5990
1213,Harriett Lumsden,7046
1214,James Evetts,6126
1215,Kim Adami,6278
1216,David Lantrip,7428
1217,Marta Song,5887
1218,Jerry Collins,5783
1219,Ebony Fruits,7037
1220,Terrence Hill,6492
1221,Gertrude Jones,5709
1222,Hilario Beasley,5574
1223,Christina Wedge,5652
1224,Edward Philipp,7347
1225,Angela Stalder,6613
1226,Andrew Caravati,7070
1227,Rebecca Love,7077
1228,Geoffrey Desanctis,5999
1229,Margaret Holloman,5577
1230,Steve Shelly,5954
1231,Isabella Lowry,7755
1232,Bruce Singletary,5816
1233,Barbara Wilkins,6788
1234,William Welch,7333
1235,Dena Hunter,5943
1236,Robert Hinchee,6348
1237,Pamela Lipka,6422
1238,Robert Mezzatesta,6901
1239,Heather Kellogg,6499
1240,Mark Evans,5894
1241,Phyllis Bertolino,7718
1242,Herman Benner,7750
1243,Cassi Graham,7298
1244,Gordon George,5796
1245,Sheree Carr,6714
1246,Jack Macpherson,7752
1247,Danielle Chesterfield,7692
1248,Gary Krous,6380
1249,Pearl Perkins,6521
1250,Osvaldo Dunn,5942
1251,Angela Bartos,5843
1252,Andrew Robinson,6360
1253,Crystal Mcfarland,6632
1254,Phillip Stone,6254
1255,Sandy Anderson,5592
1256,Phillip Edson,7318
1257,Alyce Ratcliff,7123
1258,George Dalton,7565
1259,Velma Luna,7237
1260,Jerry Miller,6797
1261,Valencia Pepin,5723
1262,Bryce Ferdig,6811
1263,Mary Duncan,7182
1264,Darren Bird,7204
1265,Theda Wilford,6910
1266,Vernon Lopez,6274
1267,Juana Thorson,6376
1268,Michael Massart,6852
1269,Phyllis Oneil,5662
1270,Leonard Braatz,7166
1271,Annie Johnson,6419
1272,Sammy Tran,6633
1273,Joann Tate,7403
1274,Jonathan Chappell,7563
1275,Melissa Rourke,6793
1276,Gary Williams,6426
1277,Lisa Littlejohn,6159
1278,Frank Rennie,6624
1279,Mary Madaras,6513
1280,Jan Ware,7717
1281,Cheryl Tran,7676
1282,George Clarke,5808
1283,Cynthia Faulkner,7109
1284,Wilfred Wood,6271
1285,Diana Botner,5722
1286,Duane Rojo,6748
1287,Betty Guillot,6057
1288,Warren Ware,7624
1289,Yadira Ledoux,6735
1290,Gerald Mckenzie,6747
1291,Belia Quintanilla,6945
1292,Wendell Knowles,7741
1293,Christina Keefer,7569
1294,Johnny Graham,6876
1295,Rebecca Bush,7369
1296,Jose Jordan,7171
1297,Kristine Lack,5698
1298,Louie Rutherford,7000
1299,Kelly Wall,7704
12100,Jason Pellerin,7605
