EmpID,EmpName,EmpSalary
31,Joanne Mcleod,6843
32,David Clarke,5558
33,Elsie Mayes,7176
34,James Schmig,7378
35,Kathy Wilson,7405
36,Allen Mitchell,6392
37,Emily Senno,5592
38,Mohammed Shyne,5960
39,Angela Rex,6058
310,Michael Spears,5809
311,Lillian Messner,7014
312,Casey Bennett,6321
313,Dorothy Goss,6339
314,Fred Farrow,6913
315,Teresa Colliver,7229
316,Christopher Berger,7121
317,Victoria Painter,6005
318,Hugo Goodwin,7624
319,Janet Lovett,7069
320,Joseph Vancleave,7686
321,Ruth Woodside,6745
322,Bruce Schimmel,6456
323,Stephanie Flores,5992
324,Terrence Wattles,6598
325,Kathryn Davis,6636
326,Milton Foor,7670
327,Diana Cash,7471
328,Vincent Gracey,7515
329,Aleen Crosby,6693
330,Paul Morgan,6146
331,Tiffany Tatum,7660
332,Gary Gomez,7507
333,Tori Hernandez,6383
334,Keith Davis,5993
335,Andra Parkman,6155
336,Matthew Watson,6507
337,Janet Mcreynolds,6842
338,Donald Mccauley,6575
339,June Isaman,6188
340,Donald Lutz,7418
341,Gloria Risner,7246
342,Donald Raad,5985
343,Erica Flick,6713
344,Jonathan Camren,5680
345,Brittany Caraway,5882
346,Francisco Pruitt,7653
347,Iris Faye,7542
348,Matthew Cropley,6404
349,Sharon Batiz,7630
350,Richard Martinez,7072
351,Leah Porter,6593
352,Sean Lafountain,7559
353,Mary Jurgenson,7754
354,Raymond Thurston,7304
355,Pamela Ardito,5775
356,Michael Woodbury,7673
357,Amanda Barber,6639
358,Ethan Fuentes,7142
359,Maria Bridges,5691
360,Michael Hill,7204
361,Barbara Gonzalez,5826
362,John Frazier,5738
363,Gerda Ewart,6313
364,Gerald Abbott,7403
365,Brenda Cisneros,6179
366,Joseph Allen,6144
367,Cecilia Pease,5739
368,Jason Hope,6322
369,Ruby Lucas,7734
370,James Kammerer,6156
371,Sonya Mccray,7174
372,Darin Ferguson,6256
373,Darlene Willett,6839
374,Charles Muzquiz,6567
375,Thelma Rumley,6241
376,Oscar Luker,6183
377,Elizabeth Adamson,5602
378,Phillip Mcauley,6358
379,Donna Chavez,7385
380,Leroy Bennett,7519
381,Miriam Mason,6034
382,Brian Landis,5628
383,Patricia Pearson,6690
384,James Simpson,5807
385,Evelyn Nader,5719
386,Earl Horstmann,6712
387,Mary Gordon,6919
388,Henry Chaddock,6713
389,Nancy Barrett,6762
390,Christian Beavers,6811
391,Becky Ornelas,7053
392,Jason Morace,7134
393,Robyn Mazurek,7317
394,Jesus Simpson,7127
395,Hope Hodge,7606
396,Randy Germann,5972
397,Marjorie Smith,6561
398,James Guymon,5943
399,Lori Smith,7623
3100,James Norris,7580
