EmpID,EmpName,EmpSalary
81,Petronila Avila,6905
82,Jamie Morris,6513
83,Hilda Kleine,6321
84,Jose Little,7507
85,Elizabeth Engelbrecht,7524
86,Robert Phillips,6907
87,Nancy Conorich,6332
88,Donald Curtis,5932
89,Deanna Hocker,5721
810,Prince Myers,7507
811,Edith Fung,6716
812,Steven Davis,6219
813,Maira Herrera,7589
814,Jonathan Potts,5854
815,Ofelia Cook,6976
816,Edward Gibson,7357
817,Mary Kirkpatrick,6036
818,Aaron Lester,7644
819,Gloria Pergola,6062
820,Keith Snider,6288
821,Jeanette Spencer,7267
822,Christopher Pinkney,7724
823,Constance Mayall,5927
824,Robert Robertson,6605
825,Martha Butler,6201
826,Joseph Hatcher,6840
827,Martha Berri,6311
828,Virgil Reisinger,5676
829,Willa Jaffe,7040
830,Daniel Ullery,7490
831,Kelly Spencer,7113
832,Francisco Landry,5974
833,Jessica Arterberry,5791
834,Thomas Robert,6816
835,Deanna Rutherford,6746
836,Juan Hardy,5691
837,Mary Bautista,6653
838,Johnnie Hopson,6417
839,Nena Becker,7075
840,David Fleeman,6712
841,Jennifer Stanley,5824
842,Jason Baker,5769
843,Susan Burt,5739
844,Korey Parenteau,7460
845,Harriet Moskowitz,6636
846,Joseph Warren,6886
847,Ronda Hudak,7658
848,Rick Pray,7326
849,Petra Coffland,7130
850,Rafael Huber,5848
851,Dawn Anglin,7404
852,Michael Roberson,6076
853,Flora Jackson,7093
854,Shawn Chavez,6272
855,Elizabeth Harris,6538
856,Brian Metzger,6064
857,Jacqueline Crespin,7654
858,Robert Leiker,6448
859,Krystal Freeman,6903
860,Joseph Vilkama,7752
861,Pamela Hamm,7596
862,Johnathan Hem,6388
863,Bessie Hargrove,7755
864,Ernest Pino,6919
865,Diana Werner,7016
866,Mark Mancha,7714
867,Brandy Goldson,6837
868,Ryan Lloyd,7049
869,Angelia Dufresne,7621
870,Robert Auclair,7620
871,Ashley Richardson,7670
872,Micheal Williams,6302
873,Christine Grey,6959
874,Wayne Camacho,7334
875,Danielle Crittendon,6156
876,Johnny Alcaraz,6816
877,Patsy Jacobsen,7185
878,Robert Williams,7277
879,Julie Hollis,6496
880,Max Swanson,7001
881,Leslie Musgrove,6920
882,Francisco Tilley,7699
883,Erin Ko,5951
884,Joshua Barrett,6678
885,Amanda Hessler,7363
886,Terrance Carmody,7676
887,Pauline Mccullough,6876
888,Mark Rice,7742
889,Shaneka Tatum,7517
890,Darin Orbeck,6356
891,Denise Guzman,7541
892,Edward Rhynes,5974
893,Geneva Griffin,6685
894,Jimmy Ludwig,5821
895,Debra Coffman,7189
896,Scott Poole,6889
897,Robbin Gates,6659
898,Michael Fugate,7197
899,Carol Thomas,6368
8100,Laurence Prokop,5921
