EmpID,EmpName,EmpSalary
51,Essie Mena,6227
52,Ricky Mccoin,6628
53,Kimber Bates,7669
54,Harry Lee,7618
55,Teresa Day,5693
56,James Droessler,7216
57,Anna Douglas,6559
58,William Ellingsworth,6571
59,Shelby Browder,7351
510,Patrick Davis,6117
511,Margaret Lauseng,5693
512,Richard Cruz,7732
513,Lynda Kelly,7566
514,Ronald Maughan,5695
515,Tara Chun,7368
516,Donald Graig,6814
517,Linda Ashby,6736
518,Lionel Daugherty,5779
519,Jean Mcneal,6636
520,David Kendrick,7169
521,Gloria Yusuf,7436
522,David Wiggins,6046
523,Frances Marks,6360
524,Adrian Carr,6088
525,Carmen Banks,7177
526,Leo Cannon,6614
527,Eryn Swinton,6007
528,Mark Lowell,5633
529,Angela Gagne,5643
530,Andrew Blankenship,5586
531,Lavina Thomas,6536
532,Jimmie Williamson,7456
533,Lillian Cole,6982
534,Gary Strickland,7474
535,Deborah Hong,5764
536,Scott Jones,6744
537,Ruby Hatley,6416
538,Frankie Ruddock,7102
539,Karen Hopkins,6238
540,John Ramsey,6278
541,Jennifer Wesley,7111
542,Ryan Martinez,7454
543,Anna Duvall,7533
544,Clarence Gibson,5916
545,Debbie Wikoff,5698
546,Kurt Abbate,6666
547,Sandra Curi,7541
548,William Plumlee,7385
549,Paula Barker,6935
550,Ivan Elmore,7081
551,Betty Thompson,5879
552,Harold Ince,6603
553,Debbie Richardson,6960
554,Matthew Connell,6473
555,Katherine Hobson,6728
556,Kevin Lynn,6627
557,Betty Sanchez,6398
558,Daniel Barnes,6133
559,Bertha Placencia,7408
560,Michael Barnhart,6017
561,Molly Harris,7595
562,Randy Kelty,7204
563,Joan Melendez,7187
564,Michael Thorp,7274
565,Petra Manning,6489
566,John Maxwell,5695
567,Melissa Mancuso,5815
568,Charles Collins,7471
569,Eva Saldivar,7239
570,Paul Scott,6222
571,Rufina Taylor,7492
572,Allen Dailey,5876
573,Jessie Lewis,6937
574,Thomas Sanders,5930
575,Alicia Goodman,7757
576,William Hill,6766
577,Connie Ivory,6995
578,Cedric Shiver,5686
579,Amy Mccool,7186
580,Armando Hullinger,5946
581,Kimberly Osteen,6422
582,William Fleishman,5901
583,Beatriz Vasquez,5689
584,Robert Hager,7505
585,Jean Donnelly,7344
586,Micheal Carder,7021
587,Janice Register,6772
588,David Harkavy,5839
589,Bettina Mclavrin,7051
590,Casey Sierra,5838
591,Trudy Qualls,5661
592,Jason Wallner,7035
593,Mary Gibson,6581
594,Donald Turner,7129
595,Jean Gore,7132
596,Russell Uong,6809
597,Latrice Hartson,6125
598,Kevin Blakeman,6183
599,Linda Sullivan,6734
5100,Robert Wold,6745
