EmpID,EmpName,EmpSalary
61,Phyllis Gonzalez,6203
62,John Josey,6292
63,Cynthia Guzman,6740
64,Jesus Medina,7323
65,Dolores Christensen,6647
66,Shane Landry,7437
67,Loretta Alexis,7398
68,Gene Davis,7728
69,Linda Jones,7023
610,Joshua Cook,7465
611,Beverly Cahal,6340
612,Robert Kies,6803
613,Lisa Cooper,7111
614,Garry Boisvert,7401
615,Cassandra Soldner,5840
616,Charles Langley,6440
617,Malisa Cull,5682
618,Thomas Broe,6228
619,Josephine Rackley,7231
620,James Level,6091
621,Doris Hamm,7263
622,Vincent Debuhr,7212
623,Kyong Griffin,5870
624,Stephen Waldow,7168
625,Clara Jeffers,6109
626,Walter Close,5997
627,Helen Wilson,6760
628,James Powers,6164
629,Ann Romano,7068
630,Kenneth Ackerman,5734
631,Beulah Pennington,6600
632,Thomas Taylor,7348
633,Antionette Harris,6934
634,Andrew Fortney,6341
635,Maria Griffis,6423
636,Edward Ayer,6755
637,Courtney Vassel,7161
638,Russell Jones,6946
639,Rose Mcraney,6595
640,Randy Yang,7319
641,Sally Lesher,7621
642,Joshua Vessell,5568
643,Elizabeth Wallace,7052
644,Lorenzo Crooms,6859
645,Susan Duffey,6012
646,Daniel Moore,6482
647,Renae Hand,6801
648,Seth Morrison,7522
649,Sheila Lawrence,7195
650,Christopher Dow,7441
651,Susan Eller,6768
652,Kenneth Reed,6061
653,Marie Turner,6157
654,Bradley Spencer,6344
655,Addie Buran,5881
656,Edward Singleton,6380
657,Jane Withers,7694
658,Matthew Crilly,7746
659,Tamisha Martin,7025
660,Kevin Titus,5945
661,Sylvia Branham,5637
662,Winston Pickens,6282
663,Pamela Torres,7408
664,Karl Bowser,6829
665,Maria Vasquez,5907
666,Jackie Oshell,5577
667,Brenda Reed,7650
668,James Mcclain,7415
669,Judith Buckner,6845
670,Lloyd Young,7559
671,Kari Bassett,6912
672,Timothy Derider,6053
673,Violet Andre,7298
674,Hubert Yeatts,6003
675,Leanne Moore,7343
676,Richard White,6149
677,Sherry Bailey,5764
678,Cecil Cradle,6616
679,Shirley Richardson,7382
680,Charles Morrow,7642
681,Gale Fain,7311
682,Eric Robbins,5682
683,Mary Gate,6159
684,Jose Hornbacher,6686
685,Shirley Cantu,7769
686,Paul Lynch,6672
687,Carmela Weller,6663
688,Robert Trowbridge,6832
689,Dawn Jones,5974
690,William Lowe,6586
691,Eloise Sandoval,6852
692,Garth Kendrick,5654
693,Karen Martens,6343
694,Adam Nakamura,6133
695,April Moore,7159
696,Roland Martin,6775
697,Kathleen Kenan,7612
698,Roy Case,5639
699,Sandra Waren,7046
6100,Raul Martel,6447
