EmpID,EmpName,EmpSalary
11,Elva Calisto,6981
12,Jesus Bailey,7044
13,Sara Swilley,6936
14,Michael Garcia,7044
15,Karen Jean,7663
16,Kenneth Stevens,5965
17,Mildred Potter,6360
18,James Hay,6394
19,Shawna Goldman,7150
110,David Tucker,6864
111,Linda Bolds,5839
112,Wm Jones,6953
113,Kirstin Bonner,6856
114,John Hebert,6821
115,Betty Gilbert,7027
116,Richard Graham,7570
117,Bernadine Thorngren,5913
118,William Dove,7004
119,Jessica Frederick,7087
120,James Durham,6846
121,Sheryl Gulick,5647
122,Mark Lee,6958
123,Shelley Blocker,7515
124,Dylan Fung,6701
125,Barbara Quezada,6653
126,Joshua Robles,7495
127,Karen Perry,5923
128,Matthew Boyce,7440
129,Barbara Ingram,6680
130,David Hartley,7433
131,David Snyder,6974
132,Timothy Underwood,6278
133,Cindy Grabau,5582
134,Harold Delgado,6738
135,Linda Benton,7032
136,Jerry Mack,5692
137,Tracy Tarvin,7701
138,John Wiggins,5573
139,Dolores Wolf,7270
140,Vincent Majeski,6639
141,Kimberly Clements,5919
142,Lyman Carrier,6754
143,Karen Sherrell,6059
144,Larry Elgin,5911
145,Marcy Horton,7725
146,William Crawford,7452
147,Florence Nguyen,6528
148,Gene Garcia,7016
149,Ann Odell,6663
150,Luis Basso,7261
151,Irene Kulesza,6372
152,Robert Sanchez,5938
153,Jean Polaco,7256
154,George Monroe,6613
155,Mary Brooks,6285
156,Warren Haney,7321
157,Linda Hord,6893
158,Walter Ferrara,7321
159,Sandra Crabtree,5853
160,Theodore Balentine,7520
161,Rosemarie Price,7059
162,Charles Britten,6595
163,Armida Youngdahl,6142
164,Jeffery Ritter,7413
165,Elizabeth Deponte,7737
166,Larry Richard,7560
167,Mary Felder,7628
168,Alan Kobashigawa,5913
169,Susan Harding,6618
170,Nicholas Powell,7709
171,Sheila Stone,7428
172,Daniel Nordquist,7777
173,Theresa Serrano,5885
174,James Dietrick,6451
175,Elizabeth Anderson,7412
176,Jose Tyndall,7606
177,Elaine Northrup,5597
178,Luis Cornell,5928
179,Mindy Bombard,7170
180,Brian Looney,6123
181,Anna Fisher,5963
182,Craig Stevenson,7282
183,Summer Santa,6797
184,Dustin Moore,6000
185,Tammy Benenati,7608
186,Charles Lam,7058
187,Dolores Wyatt,6881
188,Seth Brown,5854
189,Angela Du,6318
190,Joseph Higgins,7548
191,Dorothy Henderson,6579
192,Benjamin Rogers,6826
193,Amy Bahena,5820
194,Brad Lomas,6296
195,Helen Aquino,5811
196,Kendall Williams,6187
197,Amber Lovitt,6274
198,John Johnson,6392
199,Emily Laso,7414
1100,Samuel Pope,7684
