EmpID,EmpName,EmpSalary
111,Nell Chung,6036
112,Marcus Bussey,6205
113,Mary Ormiston,5881
114,Bob Buckley,6918
115,Carrie Garza,7741
116,Omar Daniel,7646
117,Betty Duran,7759
118,Lee Myers,6094
119,Cynthia Johnson,6298
1110,Edward Minter,6443
1111,Amberly Meier,6610
1112,Raymond King,7342
1113,Linda Travis,7020
1114,Leo Buehlman,6136
1115,Diane Jackson,7242
1116,Randy Constant,7726
1117,Stephanie Smith,7147
1118,Donald Baird,7722
1119,Susan Daniel,6579
1120,Diego Alexander,7501
1121,Jessica Jackson,7330
1122,Christopher Tanaka,6343
1123,Daphne Corona,6858
1124,Jesse Linch,7126
1125,Anna Beck,7670
1126,Douglass Walker,7577
1127,Theresa Darr,5939
1128,Bobby Stamey,7414
1129,Marcia Hampton,7054
1130,James Coutts,5698
1131,Delfina Swales,7573
1132,Byron Guetierrez,7563
1133,Pam Miller,6795
1134,Ramon Pike,7435
1135,Marcelina Rodriguez,6311
1136,Roberto Hairston,5902
1137,Judy Key,6992
1138,Christopher Williamson,7103
1139,Ella Merino,6622
1140,Jesse Turner,7675
1141,Sally Ricker,5593
1142,Brian Blue,6639
1143,Yvonne Scott,6980
1144,William Alger,7202
1145,Michelle Smart,6778
1146,Edwin Dupre,5762
1147,Tia Young,7696
1148,David Kang,5910
1149,Zelma Statler,5917
1150,James Brown,6884
1151,Marjorie Connell,7123
1152,Richard Daymude,6782
1153,Yong Shirah,6253
1154,Darrell Flores,5836
1155,Megan Thompson,7299
1156,Shawn Brick,7097
1157,Detra Rodriguez,5899
1158,Darryl Garcia,7311
1159,Abigail Barlow,5803
1160,Richard Ashman,5825
1161,Angel Brown,5806
1162,Edward Newman,6467
1163,Dorothy Beaudreault,7197
1164,Charles West,5898
1165,Lucille Degen,5578
1166,Charles Maleh,6758
1167,Sarah Forman,6023
1168,James Perez,7167
1169,Earnestine Rutenberg,7543
1170,William Parker,5879
1171,Arica Thompson,6740
1172,James Keys,7147
1173,Jeanette Couture,5876
1174,Ismael Moses,7414
1175,Donna Evans,6653
1176,George Russo,6133
1177,Alberta Artis,5752
1178,Adolph Stump,6189
1179,Jackie Schmaltz,7002
1180,Francisco Harmon,6654
1181,Margaret Mcdaniel,6683
1182,Willard Gardner,6348
1183,Sheila Spirer,7214
1184,Christopher White,7180
1185,Bonnie Jones,6277
1186,Lionel Culver,6347
1187,Ruby Michel,5996
1188,Richard Martinez,7709
1189,Nancie Holman,7516
1190,Shelby Edgerly,5995
1191,Julia Baldwin,5635
1192,Daniel Craiger,7626
1193,Kay Dickenson,6457
1194,Reginald Nesmith,7119
1195,Julie Mercer,7197
1196,Michael Hudson,6948
1197,Julie Balagtas,7639
1198,Freddie Estrada,6490
1199,Charlotte Cook,5651
11100,John Souliere,6214
