EmpID,EmpName,EmpSalary
51,Kimberly Dejesus,7503
52,Tommy Roberts,5856
53,Ashley Freeman,5925
54,Edward Magill,5803
55,Christine Nelson,5890
56,Barry Sedillo,6262
57,Carol Welsh,5677
58,Frank Richardson,7125
59,Trista Riles,5725
510,Ronald Rice,7707
511,Berry Forest,5723
512,Andrew Baker,7468
513,Gladys Montanez,5753
514,John Mckee,7564
515,Gail Wittels,7748
516,James Yurko,7012
517,Sara Murawski,7168
518,Robert Carualho,5610
519,Bonnie Worley,6564
520,Preston Lyle,7035
521,Heather Nobles,7632
522,Ronald Brown,6007
523,Marie Wells,7420
524,Donald Bruce,6826
525,Goldie Hernandez,7285
526,Sal Morrell,7488
527,Tera Campoy,6469
528,Jack Bishop,5602
529,Virginia Richard,5719
530,John Dejackome,6057
531,Anna Jorgensen,6458
532,Darryl Herbert,6550
533,Vivian Bradfield,7284
534,Leroy Fowler,7383
535,Angela Terry,6087
536,Robert Schenkel,6157
537,Helen Latimer,6264
538,Daniel Michaud,5949
539,Jennifer Rose,7153
540,Randall Garcia,6386
541,Betty Byrd,5633
542,Jason Butler,7421
543,Angela Hector,6013
544,Bradley Cantrell,6297
545,Crystal Cacho,7414
546,Clarence Williams,7352
547,Ruth Fontenot,7500
548,Frederick Lawhorn,5574
549,Felicia Gay,6198
550,Elwood Banks,7045
551,Pearl Herman,7136
552,Jon Blevins,5699
553,Wanda Macvane,6592
554,Bobby Newstead,5654
555,Nancy Kaufman,7150
556,John Autry,5586
557,Clara Driscoll,7667
558,Jack Duncan,7510
559,Carolyn Sigala,6442
560,Curtis Martin,6701
561,Rochelle Downs,6841
562,Brandon Young,7477
563,Josette Beaty,6429
564,William Rosario,6513
565,Betty Kachermeyer,6711
566,James Hildreth,7322
567,Juana Tuthill,6685
568,Glenn Drummond,6401
569,Verdie Winslow,6683
570,James Carter,6350
571,Donna Becker,7676
572,Dominick Lapierre,5737
573,Jessica Short,7686
574,Lyle Keller,6463
575,Amber Downs,7455
576,Simon Wong,5826
577,Dorothy Rodriguez,7496
578,Marvin Williams,5735
579,Cynthia Rodgers,7474
580,Moises Green,7693
581,Reyna Williams,7059
582,David Shah,6507
583,Louise Kizer,7216
584,Scott Cooper,6207
585,Rhonda Thompson,5996
586,Dennis Smith,6106
587,Brenda Oquendo,5609
588,John Bailey,7428
589,Laura Coleman,7353
590,David Ivey,5696
591,Dorothy Robinson,6552
592,Matthew Richard,6854
593,Roxana Soto,6965
594,Fred Pratt,6958
595,Jennifer Scott,6496
596,Paul Todd,6138
597,Nicole Oliver,5845
598,Scott Parke,6147
599,Jon Newborn,7753
5100,Roman Harrell,5597
