EmpID,EmpName,EmpSalary
141,Julie Hay,6611
142,Danny Lugo,6007
143,Ruth Tucker,6036
144,Charles Green,7398
145,Patricia Morrison,5906
146,Joseph Wattles,6227
147,Victoria Sawyer,7471
148,Thomas Hacher,6411
149,Michelle Moulton,6603
1410,Donald Warner,7167
1411,Betty Auguste,7059
1412,David Palmer,7110
1413,Collen Luken,6203
1414,Luciano Brand,7153
1415,Ora Allard,6366
1416,Ricardo Morales,7217
1417,Jennifer Bingham,6954
1418,John Collins,5583
1419,Amy Guevara,6775
1420,Albert Williams,7078
1421,Judith Kim,5865
1422,Michael Berry,6786
1423,Alana Williams,6194
1424,Derek Albert,6652
1425,Helen Hallman,6843
1426,Dusty Cheslock,6505
1427,Christie Fifield,5821
1428,Reginald White,6045
1429,Marquerite Phifer,7324
1430,Raymond Dupree,6321
1431,Denise Hays,6486
1432,George Yarbrough,6042
1433,Dorothy Robichaux,6071
1434,Kenneth Navarro,7313
1435,Emma Venegas,7351
1436,Jack Polk,7281
1437,Thelma Jondle,7625
1438,Danny Kneip,6292
1439,Ruth Tran,7277
1440,Edison Lopez,6959
1441,Sarah Pollard,6321
1442,Juan Aivao,6120
1443,Kathryn Dickey,7770
1444,David Marsh,5626
1445,Sammie Everett,7179
1446,James Gallaher,7377
1447,Noelia Oneill,6692
1448,John Best,6160
1449,Jennifer Pedersen,7630
1450,John Kocon,6582
1451,Fay Wilkerson,6147
1452,William Doney,6693
1453,Carlos Jeronimo,7592
1454,Daniel Smith,5987
1455,Mary Gamez,6943
1456,Clint Burdett,5939
1457,Joanne Holcomb,5660
1458,Alfred Gray,7532
1459,Joanne Saunders,5798
1460,Gregory Kruger,6594
1461,Karen Colanero,5596
1462,Manuel Harris,6230
1463,Dorothy Grover,7692
1464,David Wink,7284
1465,Torri King,5871
1466,Bradley Phillips,6562
1467,Mary Riggle,6938
1468,Keith Rivera,6556
1469,Jean Nunez,7716
1470,Dustin Yasso,6406
1471,Kristin Burgos,7631
1472,Neal Henslee,5904
1473,Bonnie Pina,7385
1474,Timothy Greer,6266
1475,Tracey Lenderman,5979
1476,Gene Martinez,6430
1477,Ruth Strickland,7369
1478,Ryan Hecht,5650
1479,Michell Carter,5866
1480,Paul Rauf,5884
1481,Opal Walden,6129
1482,Craig Schultz,7629
1483,Hazel Nichols,6408
1484,Anthony Williams,5570
1485,Elizabeth Holman,7421
1486,Steven Chin,5729
1487,Evelyn Wilson,7460
1488,Duane Kirk,6152
1489,Tracy Marzett,6548
1490,Eugenio Johnson,6831
1491,Jessica Nair,7251
1492,Richard Lockley,6223
1493,Mary Griner,6177
1494,Louis Gang,7276
1495,Gail Smith,5796
1496,Jeremy Newcomb,6816
1497,Joan Mosley,7137
1498,Tony Nicholson,6977
1499,Jennifer Hickey,6476
14100,Christian Leahy,6648
