EmpID,EmpName,EmpSalary
211,Barbara Whitmire,6372
212,Rolando Miles,6505
213,Nancy Goodell,5744
214,Virgil Hernandez,5696
215,Juanita Johnson,5606
216,Matthew Boyd,7501
217,Mary Sneed,7148
218,Curtis Robinson,6101
219,Amanda Wilson,6184
2110,Micheal Hinson,6366
2111,Linda Jefferson,5968
2112,Christopher Bennett,6754
2113,Nancy Lowrance,7745
2114,Donald Burgess,7359
2115,Charlotte Nordstrom,7652
2116,Donald Hood,5811
2117,Crystal Moravek,6783
2118,Michael Choi,7347
2119,Kimberly David,7232
2120,Murray Johnson,5586
2121,Heather Jones,6275
2122,Donald Kissel,6386
2123,Kristy Getz,6830
2124,Santiago Pittman,7384
2125,Tonya Vegter,6211
2126,Charles Stcyr,6475
2127,Donna Long,7429
2128,Fred Wiley,6738
2129,Melinda Illuzzi,6218
2130,Christian Starkweather,6319
2131,Gwen Fennell,6368
2132,Robert Fahey,6212
2133,Nellie Street,6554
2134,William Jones,6347
2135,Megan Jones,5930
2136,William Spurlock,7229
2137,Kim Shover,6769
2138,Charles Lloyd,7678
2139,Mallory Mcelhaney,6553
2140,Mike Florez,7408
2141,Lindsey Valiente,7600
2142,John Umana,6719
2143,Concepcion Mcpherson,7415
2144,Clinton Minor,6275
2145,Alice Barnes,5700
2146,Ralph Embry,6901
2147,Betty Hartzell,7593
2148,Daniel Williams,6893
2149,Marie Reeder,6258
2150,Dennis Thomas,6292
2151,Mary Martinez,5871
2152,Edward Black,7722
2153,Val Weiss,5607
2154,Daniel Foster,5573
2155,Elizabeth Petersen,7198
2156,Norbert Turner,6969
2157,Kelly Krieger,7307
2158,Shawn Brazelton,7263
2159,Deborah Keaney,6513
2160,Robert Mason,7112
2161,Shiela Puente,7332
2162,Jeff King,5592
2163,Jessica Lantz,7555
2164,Domingo Lucas,5736
2165,Jacqueline Miller,7047
2166,William Dwyer,7435
2167,Louise Boone,7094
2168,John Vassell,6347
2169,Milagros Norris,7775
2170,Harold Goins,6479
2171,Meta Hager,6289
2172,James Noyes,6538
2173,Julie Meyer,6788
2174,Richie Oge,6004
2175,Cecilia Crabtree,5760
2176,Claude Hodges,6114
2177,Ruby Richmond,7138
2178,Armando Sadowski,6804
2179,Sadie Niese,5821
2180,Brad Calvert,6208
2181,Shannon Crawford,6762
2182,Jamie Makela,7124
2183,Misti Hawke,6416
2184,Ronnie Davies,5930
2185,Katy Beale,5858
2186,Tim Cathcart,7012
2187,Courtney Boggs,6793
2188,James Pyon,7719
2189,Earline Sink,7579
2190,Edward Rynearson,6179
2191,Alberta Miller,6177
2192,Bruce Vazquez,6061
2193,Yvette Swinton,7079
2194,Robert Bame,7165
2195,Vera Misiak,5688
2196,Eric Luther,5565
2197,Irma Nahhas,7385
2198,Christopher Davis,5904
2199,Karen Patillo,7436
21100,Douglas Castleberry,6367
