EmpID,EmpName,EmpSalary
201,Wilma Vandy,7050
202,Thomas Michel,7147
203,Thelma Silverman,6285
204,Michael Campbell,6371
205,Irma Erwin,7136
206,Scott Paulk,7290
207,Gertrude Boulware,5753
208,Mark Coppage,7009
209,Leeann Mitchell,6357
2010,Trenton Everett,7549
2011,Connie Weaver,7156
2012,Donald Ly,6946
2013,Peggy Ray,7705
2014,Timothy Callahan,6911
2015,Helen Dupree,6362
2016,Benjamin Ceron,6516
2017,Albertina Dempsey,7003
2018,Drew Sump,5743
2019,Miriam Andrews,6105
2020,Robert Swinehart,7107
2021,Michele Holman,7051
2022,William Williams,7037
2023,Jacqueline Everett,6363
2024,Antonio Rose,7647
2025,Jill Gibbs,5700
2026,Richard Washington,6180
2027,Lolita Carlson,6221
2028,Willie Henderson,5556
2029,Laurie Brown,7246
2030,George Devenport,5652
2031,Carol Jackson,7372
2032,Steven Thrasher,5802
2033,Anastasia White,6080
2034,Clifton Rester,7460
2035,Virginia Wexler,7629
2036,Nathan Anker,7489
2037,Lindsey Lucas,6437
2038,Robert Lesser,6395
2039,Yvette Mcfarland,7140
2040,Herbert Potter,5952
2041,Kimberley Terry,7045
2042,Samuel Kennedy,5595
2043,Sonia Matthews,6521
2044,Jessie Cothran,6479
2045,Kathleen Bell,7407
2046,Brock Phillips,6117
2047,Dorothy Wiest,6338
2048,Gilbert Zhou,6223
2049,Peggy Jones,7420
2050,Timothy Combs,5642
2051,Susan Gilbert,6336
2052,Arthur Andrews,7044
2053,Karen Huffman,5997
2054,Francis Holland,6527
2055,Alexis Gangler,7175
2056,Robert Ertz,5569
2057,Tiffany Watson,6545
2058,Tony Boggioni,6760
2059,Helene Whitson,5758
2060,Larry Culbertson,7353
2061,Carolyn Nichols,5785
2062,Jay Folwell,6634
2063,Barbara Davis,6303
2064,Harry Lara,7053
2065,Genevieve Mars,7030
2066,Thomas Medina,6172
2067,Christine Thomas,6725
2068,Virgil Gallagher,7475
2069,Kimberly Hanneman,6202
2070,Darren Hill,6195
2071,Joyce Buchanan,6093
2072,Horace Nguyen,6707
2073,Carmen Dargan,6041
2074,Gregory Groseclose,6602
2075,Kerri Clark,7083
2076,William Hernandez,5814
2077,Kristina Sargent,6484
2078,Lenny Wells,6078
2079,Barbara Felberbaum,6591
2080,Jessie Beard,6706
2081,Lupe Meredith,6522
2082,Ruben Cota,6325
2083,Jacqueline Wash,7742
2084,Charles Strickland,5602
2085,Gloria Garcia,6791
2086,Frank Nattiah,7175
2087,Cheryl Yang,7414
2088,Larry Rivera,6544
2089,Irene Hill,6578
2090,Blake Ray,5635
2091,Christine Turner,6447
2092,William Combs,7287
2093,Bertha Horn,5591
2094,Darren Evans,7454
2095,Thelma Biermann,6218
2096,Ramon Smith,6932
2097,Jody Brewton,6420
2098,Matthew Wendell,6252
2099,Margaret Mulder,5889
20100,Joey Boyd,5769
