EmpID,EmpName,EmpSalary
71,Mary Malone,6648
72,Raymond Stanford,7769
73,Casandra Garrison,6889
74,John Mitchell,7280
75,Jennifer Strebe,7400
76,Dennis Aberle,5712
77,Susan Smith,7776
78,Melvin Reed,6682
79,Linda Adkins,6616
710,Jonathan Comstock,6458
711,Samantha Snoddy,6543
712,Roy Griffin,7762
713,Blanca Scheuer,7420
714,Thomas Wyrick,7149
715,Katherine Ramsay,5969
716,Arthur Canales,7065
717,Marguerita Dantzler,6176
718,Willie Bustios,6685
719,Jennifer Robertson,6372
720,Patrick Cross,7194
721,Cathy Fritz,6670
722,Jesse Adams,6389
723,Gladys Houchens,5838
724,Joesph Flynn,6806
725,Suzie Mandy,6467
726,Keith Sanford,6879
727,Patricia Bunting,5884
728,Garry Obrien,6538
729,Kerry Radford,7631
730,Richard Mullins,6978
731,Christine Vargas,7264
732,Ronald Moran,5759
733,Debra Archuleta,7143
734,Scott Blakes,7540
735,Doris Pasey,7003
736,Frank Marino,6230
737,Melanie Shaw,7122
738,Fred Campbell,6897
739,Joan Buckley,7244
740,Dennis Abelman,7675
741,Chris Mccollum,5783
742,Kevin Skelton,6356
743,Tu Morrison,6641
744,Brian Bell,5896
745,Gail Patterson,6075
746,Collin Malaspina,5877
747,Lorraine Batty,6837
748,Edward Dean,6933
749,Monica Clark,7188
750,Jose Shane,5600
751,Lisa Hays,6222
752,James Wenrich,6195
753,Brenda Mattison,5564
754,Fred Nast,7458
755,Kathleen Mueller,7646
756,Hoyt Huerta,6740
757,Joy Martinez,5684
758,Frank Sweeney,6438
759,Sheila Key,7476
760,Calvin Gonzales,6360
761,Maria Settles,5970
762,Christopher Griffith,6983
763,Alice Mcclure,7003
764,Drew Specht,5617
765,Michael Mitchell,7348
766,Bruce Robinson,7348
767,Ella Conley,6970
768,Steven Kerr,5557
769,Mary Duchene,6828
770,Ronnie Sisson,6278
771,Charlotte Hines,7723
772,Charles Williams,7029
773,Monica Yoder,6784
774,Roger Rhodes,7044
775,Carrie Barnes,6796
776,James Oliver,7226
777,Pauline Nixon,7320
778,Philip Gourd,7648
779,Jacqueline Trower,6911
780,Marvin Schwartz,5753
781,Lynn Davis,7109
782,Lawrence Kubinski,7096
783,Emma Ramirez,5574
784,Ivan Sparrow,7459
785,Cindy Williams,7127
786,Edward Hull,5615
787,Linda Joyner,5712
788,James Black,6448
789,Priscilla Kelly,5660
790,Shane Loveman,5654
791,Kristen Richards,5556
792,Danny Curtis,6387
793,Diana Dunkin,7314
794,Hilton Herrel,5876
795,Valerie Taylor,6157
796,Raymond Baker,7356
797,Flor Mero,7574
798,John Peterson,6889
799,Carmen Johnson,7092
7100,Don Brown,6509
