EmpID,EmpName,EmpSalary
241,Pamela Kelly,5728
242,Thomas Blew,7719
243,Sandra Painter,6892
244,Steven Parker,7372
245,Diane Holmes,6172
246,Gavin Zielinski,7251
247,Carolyn Thews,7100
248,Edward Duran,6566
249,Joann Lowe,7336
2410,Jose Tomasek,5999
2411,Rosa Curry,5867
2412,Aaron Ahn,6866
2413,Joyce Borucki,7104
2414,Joseph Bough,7368
2415,Mary Word,6717
2416,Greg King,6125
2417,Linda Chapen,5581
2418,Ronnie Miller,6159
2419,Aleta Tamura,7040
2420,Donald Martinez,6947
2421,Maria Freeman,5849
2422,Larry Mullane,6439
2423,Nancy Obrien,5588
2424,Danny Clay,7320
2425,Lucille Roberts,6891
2426,Michael Cunningham,7558
2427,Marie Mckeane,7371
2428,Norman Murphy,7056
2429,Rose Palmer,7320
2430,Patrick Bonson,7379
2431,Stacey Tilbury,7375
2432,Edgar Rinehart,5687
2433,Rose Kubica,6228
2434,Michael Yost,7556
2435,Vivian Leavitt,6606
2436,Dana Todd,6415
2437,Angela Commodore,7593
2438,Philip Berry,6444
2439,Althea Pontes,6057
2440,Sidney Gonzales,7739
2441,Ashley Odowd,7737
2442,Nicholas Joyce,6403
2443,Mary Glass,7501
2444,Keenan Lacy,6536
2445,Alica Bentley,6879
2446,Everett Oneal,6959
2447,Phyllis Hill,7329
2448,David Fritz,6870
2449,Suzanne Wray,6499
2450,Michael Cross,5856
2451,Jessica Johnson,7755
2452,Paul Pujols,6885
2453,Evelyn Kelly,7052
2454,Donald Thompson,5810
2455,Sherry Holloway,5991
2456,Raymond Williams,6172
2457,Michelle Martinez,6978
2458,Bryan Thorpe,6448
2459,Janet Smith,5608
2460,Benjamin Fitzpatrick,6289
2461,Beverly Mittendorf,6431
2462,Robert Cusson,5884
2463,Amelia Henry,6827
2464,Aaron Addison,7296
2465,Antonia Capers,7214
2466,Michael Champion,7558
2467,Teena Decker,7131
2468,Scott Melancon,6014
2469,Jean Wallner,5777
2470,Dewey Cothran,5692
2471,Chelsea Stelling,7484
2472,Donald Fortier,6603
2473,Linda Livingston,7118
2474,Willie Allsbrook,6809
2475,Tammy Mickell,7717
2476,Gilbert Carpenter,7379
2477,Celina Guerrero,7511
2478,Willie Beal,6344
2479,Bertha Jarmon,6191
2480,Archie Radebaugh,7330
2481,Crystal Perez,7527
2482,Chung Nguyen,6196
2483,Jean Wolff,7288
2484,Peter Knudsvig,6088
2485,Ana Gartner,7445
2486,Richard Laduke,5818
2487,Margorie Grant,6438
2488,William Devalk,6407
2489,Patricia Waddell,7047
2490,Armando Simmering,6711
2491,Connie Mayse,7393
2492,Carl Whipple,7110
2493,Ashley Hernandez,6425
2494,Brian Swan,6688
2495,Verna Stensrud,6187
2496,William Shane,6461
2497,Delois Hale,7190
2498,George Parks,5946
2499,Carrie Ammons,6931
24100,Michael Cacho,5859
