EmpID,EmpName,EmpSalary
171,Tatiana Falconer,5902
172,Michael Rasmussen,7697
173,Renee Kim,7422
174,Julio Durkin,6965
175,Evelyn Hillian,5872
176,John Sable,5766
177,Mary Moser,7231
178,Herbert Paradis,7390
179,June Martin,7004
1710,Edward Shulman,5680
1711,Pamela Brewer,5813
1712,Richard Ramos,7023
1713,Regina Linn,5967
1714,John Stubbs,5703
1715,Lisa Wilson,6185
1716,Mark Mangino,6208
1717,Crystal Jack,6584
1718,Alan Hoffman,7250
1719,Suzanne Porter,6602
1720,Michael Trent,7368
1721,Mindy Mattos,5896
1722,Jesse Perez,7424
1723,Juanita Barnett,6165
1724,Kent Walker,7552
1725,Carrie Ackley,6123
1726,John Perkins,6758
1727,Valeria Gibson,7384
1728,Jeffrey Salvatore,5633
1729,Mary Brown,7585
1730,Jeffrey Llamas,6745
1731,Gladys Hayden,5601
1732,Jack Rogers,5875
1733,Tammy Poirier,5744
1734,Samuel Kennedy,6275
1735,Ethel Layden,6936
1736,Bob Delahunt,7476
1737,Julie Miller,5657
1738,Jerald Roberge,6534
1739,Amanda Wagaman,6176
1740,Robert Milner,7673
1741,Joanne Brantly,7664
1742,James Knudson,6575
1743,Estella Carroll,6027
1744,Max Milliner,6536
1745,Theresa Lovejoy,6408
1746,Bill Crawley,6228
1747,Harriet Lightner,6066
1748,David Osegueda,6780
1749,Nancy Snow,7522
1750,Tom Sterling,6572
1751,Anna Shay,6645
1752,Robert Cook,5697
1753,Jocelyn Waligora,6010
1754,Joseph Hernandez,6905
1755,Shirley Adams,5619
1756,Roberto Breckenridge,7058
1757,Ruth Petersen,7278
1758,Joel Newell,7353
1759,Margarita Brown,5752
1760,Omar Pratka,6408
1761,Melissa Kuehnert,7378
1762,Douglas Williams,6777
1763,Keturah Williams,6039
1764,Gregory Riles,6314
1765,Roseann Fetter,6871
1766,George Denner,6746
1767,Rhea Rioux,5981
1768,John Volker,6356
1769,Luetta Davis,5903
1770,Jeffrey Odell,7613
1771,Ruth Mooneyhan,5784
1772,Thomas Hendrix,5775
1773,Michelle Wall,7065
1774,Theodore Lund,6900
1775,Betty Mays,7335
1776,John Borjas,5882
1777,Deborah Myers,6109
1778,Alton Kelley,7411
1779,Christine Earl,6131
1780,Alan Key,6630
1781,Anita Hayes,7403
1782,Marshall Honey,6862
1783,Tanya Swims,6741
1784,Steven Soto,6409
1785,Marie Hayman,5737
1786,Harold Gonzalez,7351
1787,Marguerite Sandler,5688
1788,Joey Beale,7518
1789,Erica Allison,5559
1790,Sidney Parsons,5805
1791,Emily Walker,6933
1792,Kevin Prieto,5625
1793,Mary Bridges,6218
1794,Joe Perez,7262
1795,Angela Strack,7675
1796,Eugene Ferguson,6940
1797,Deborah Sullivan,7473
1798,Joseph Bynum,6789
1799,Mildred Walker,5766
17100,Christopher Paxman,5689
