EmpID,EmpName,EmpSalary
61,Catherine Risher,7738
62,Ivan Faulk,7447
63,Tracy Barnard,5945
64,Donald Clark,5909
65,Renee Brady,6002
66,Gerald Lau,6957
67,Christina Lieb,7755
68,Gary Jordan,6801
69,Melissa Holman,6949
610,Ronald Hagan,5716
611,Dorothy Walker,7500
612,William Brown,6296
613,Jennifer Webb,6004
614,Clayton Rice,5720
615,Margaret Brodie,6665
616,Mark Goldstein,6624
617,Rachel Glover,7199
618,Michael English,6200
619,Christine Williams,6429
620,Michael Howley,6565
621,Angela Merritt,6401
622,Willie Sipes,6652
623,Linda Spriggs,7138
624,Alfonzo Croshaw,6250
625,Terri Waters,6620
626,John Poblete,7178
627,Cassandra Guzman,6889
628,Thomas Bushby,6684
629,Kathy Hedlund,7600
630,Michael Johnson,5597
631,Linda Ponds,5986
632,Eugene Igtanloc,6958
633,Debra Davis,7348
634,Neil Remmick,7146
635,Jean Flowers,6388
636,Victor Wilner,7618
637,Martha Blocker,6916
638,Jordan Chapman,6703
639,Barbara Benavides,7527
640,Ronald Kondo,6178
641,Linda Jones,5657
642,Manuel Reyna,6755
643,Joey Costales,6770
644,Andrew Guerrero,7491
645,Margaret Shaw,7064
646,Andres Vargo,6938
647,Beverly Bastianelli,5567
648,William Pyles,7665
649,Virginia Davis,7293
650,Don Peabody,6320
651,Mamie Waugh,6864
652,Melvin Tiller,5943
653,Bobbie Brown,7647
654,Rick Havens,7518
655,Linda Nelson,6288
656,Desmond Ruffner,7767
657,Hannah Gonzalez,6909
658,Steven Szekely,6992
659,Charlotte Crank,5744
660,Bennie Osterhoudt,6573
661,Angelica Stewart,6835
662,Jim Mackinnon,5758
663,Carolyn Alvarado,7629
664,George Costello,6505
665,Mary Rosa,6404
666,Herbert Zubiate,5646
667,Tina Mcdowell,7004
668,James Gay,6709
669,Rose Shimer,7418
670,Gene Johnston,6500
671,Sarah Mull,7029
672,Dennis Hunt,6907
673,Sandra Risser,5955
674,Marc Davis,7668
675,Melissa Moore,6808
676,Alvin Virgil,6357
677,Mary Jackson,7246
678,William Smith,7601
679,Nichole Mcdonough,6915
680,Eric Gomez,7245
681,Renee Guidry,7224
682,Jeffrey Smith,6887
683,Lois Martinez,5821
684,Willie Gonzalez,7041
685,Betty Hubbard,5970
686,Jon Livengood,5889
687,Rosa Hardcastle,5757
688,Nathaniel Taylor,7064
689,Kelly Bean,6157
690,Charles Vaughn,6984
691,Jill Diaz,6124
692,Stacy Henderson,6506
693,Mildred Phelps,7154
694,William Allen,6208
695,Theresa Holly,6951
696,David Clarke,6233
697,Judy Bobb,7262
698,Brian Xue,7002
699,Heather Shepperd,6211
6100,Joseph Dykstra,6660
