EmpID,EmpName,EmpSalary
81,Wendi Scott,7535
82,Rafael Luker,6047
83,Lisa Reilly,6509
84,Robert Stevenson,6523
85,Gwen Parga,6851
86,Sean Michael,5826
87,Lauren Johnson,5988
88,Arnold Vasquez,6177
89,Christina Haggard,6167
810,Randy Beeson,6863
811,Rosalia Monson,5975
812,Carmelo Schafer,6638
813,Vickie Owens,5892
814,Walter Robbins,6318
815,Karen Bussman,7257
816,Jeffery Hoppe,5670
817,Isabel Potts,5919
818,Charles Lane,7613
819,Melba Lewis,6062
820,William Triplett,5557
821,Helen Pless,7499
822,John Richmond,6737
823,Ariel Biggs,6048
824,Kevin Fann,6125
825,Helen Ramirez,5604
826,Sam Ringgold,6838
827,Lindy Segovia,7221
828,Jackie Vega,6810
829,Dolores Pope,5800
830,Wayne Iozzi,7291
831,Elizabeth Arpin,5973
832,Adam Smith,6465
833,Julie White,6618
834,Victor Ehrlich,7300
835,Katrina Rhyne,5705
836,Alberto Franklin,7316
837,Valerie Vu,6822
838,Robert Johnson,5701
839,Patricia Smith,7348
840,Derek Gordon,5710
841,Gertrude Adams,6308
842,Irvin Stephens,5875
843,Penny Pacheco,7047
844,John Parrish,6122
845,Bobbi Martin,6174
846,Alex Lawley,6368
847,Renee Mccabe,6287
848,Galen Levy,6167
849,Kristine Jackson,7221
850,Scott Gordon,7243
851,Nicole Anderson,6163
852,Troy Rick,7414
853,Edith Bradley,7166
854,John Janes,6646
855,Marita Darnell,7522
856,Arnold Turner,7261
857,Eugenie Koepsell,6557
858,Terry Castaneda,6593
859,Olivia Elkins,6220
860,Joshua Lewis,6390
861,Diana Leblanc,5865
862,Dennis Ma,7333
863,Joyce Baxley,6171
864,John Buchanan,6233
865,Becky Mathis,6260
866,Juan Stenberg,7527
867,Cheri Garcia,5767
868,Bruce Fernandez,6245
869,Christine Mcfarlane,6751
870,Kurt Gray,7492
871,Laura Link,5865
872,Donald Bundy,6763
873,Carol Onks,6004
874,Charles Raymond,7538
875,Sandra Steiner,6814
876,Harry Morgan,5792
877,Melissa Noe,6164
878,Eugene Triplett,6311
879,Karen Thorp,7264
880,Leon Hall,7763
881,Alyson Mcintosh,5965
882,Berry Hardy,6360
883,Amy Walker,7622
884,Gerard Drees,7592
885,Debra Allen,7206
886,Lee Patty,6280
887,Cindy Jenkins,6886
888,Yong Berry,6429
889,Mildred Jenkins,6102
890,Travis Wright,7415
891,Margaret Terres,7494
892,Robert Callen,7168
893,Michelle Jones,5745
894,Luke Wray,6958
895,Patricia Clemons,6524
896,George Dickson,5977
897,Ann Ware,7052
898,Howard Rockwood,7146
899,Kristina Moll,7136
8100,Lee Lair,6822
