EmpID,EmpName,EmpSalary
21,Juanita Williams,6629
22,Christopher Hight,6955
23,Wanda Pennington,6968
24,Terry Pearsall,5945
25,Deborah Patterson,6812
26,Wayne Tanner,6952
27,Nellie Camacho,7204
28,Simon Sands,6364
29,Maxine Martin,6745
210,Jeffery Walker,6165
211,Shirlene Beard,7083
212,Darryl Ritter,5600
213,Donna Lance,5615
214,David Ferreira,6415
215,Deborah Fitzpatrick,7085
216,Jerry Colwell,7712
217,April Hernandez,5568
218,Jerry Holloway,6578
219,Emily James,7689
220,Raymond Johnston,6715
221,Tina Price,5562
222,Antonio Smithheart,7658
223,Ashley Bowen,6150
224,Alejandro Martin,6601
225,Brenda Dumas,6324
226,Joseph Madsen,6181
227,Ruby Hovey,7119
228,William Kelley,7762
229,Myriam Rowlett,7751
230,Richard Kelley,7420
231,Elaine Whalen,5816
232,Robert Sanchez,7194
233,Marquita Lund,7307
234,Kevin Kellam,6625
235,Joshua Nord,6598
236,Glenn Duarte,6377
237,Allison Vanslyke,5987
238,Leonard Phillips,6407
239,Donna Milewski,7152
240,Tommy Bueter,6883
241,Anna Thomas,7319
242,James Boyles,5995
243,Maria Sears,7216
244,Edward Torres,5953
245,Amber Williams,6096
246,Alex Storms,7413
247,Wendy Williamson,6897
248,Markus Faircloth,6905
249,Kathy Fry,6782
250,Jack Robles,7246
251,Betty Smith,6359
252,David Bair,6357
253,Robin Mcintosh,6905
254,Gerard Ordonez,6609
255,Rena Misfeldt,7332
256,Samuel Quigley,6521
257,Margaret Jeffers,7269
258,James Pinkston,6797
259,Amanda Benson,5967
260,Jeremy Botkin,6576
261,Loretta Newby,6764
262,William Buckmaster,5844
263,Jean Aston,7012
264,Brian Armstrong,6021
265,Maria Manning,5555
266,Michael Langston,7237
267,Barbara Stigers,5789
268,Robert Adams,6498
269,Rochelle Hembree,6577
270,Kevin Michael,6678
271,Ruth Martinez,7543
272,Ellis Orr,5718
273,Michelle Ward,7220
274,Noel Holquin,7302
275,Elizabeth Jones,7365
276,Earl Jones,7320
277,Mollie Corlew,6935
278,Paul Wolfe,7682
279,Aimee Carr,6607
280,Jessie Cresci,7289
281,Margaret Case,6026
282,Elvin Daigle,6712
283,Erin Meservey,5578
284,Paul Carder,7349
285,Billie Woodall,6246
286,Arthur Cherry,7125
287,Ruby Malott,5870
288,Donald Hinson,7006
289,Janice Hanni,7597
290,Philip Medina,6322
291,Brenda Muse,5681
292,Timothy Padgett,7599
293,Doris Bass,7237
294,Shawn Burnham,6050
295,Janice Kjelland,7074
296,William Ferguson,7617
297,Tina Casey,6746
298,Mark Plemmons,5684
299,Maria Turk,6115
2100,Joel Macmillan,7772
