EmpID,EmpName,EmpSalary
31,Rita Poole,7621
32,Charles Brown,5794
33,Mildred Dalton,7155
34,Eduardo Smith,6365
35,Jennifer Graves,7245
36,Ronald Moore,6148
37,Hanna Rivera,6248
38,Charles Martinez,6436
39,Daphne Snavely,7043
310,Marc James,6241
311,Margaret Tallman,5895
312,James Embry,7465
313,Anna Campbell,5734
314,Terry Mente,6442
315,Susan Mclendon,5925
316,Greg Blakley,5701
317,Dawn Garcia,6182
318,Andres Frick,6650
319,Phyllis Watson,6885
320,Robert Moore,7069
321,Janet Ownby,7004
322,William Reid,6716
323,Robin Beveridge,6278
324,Caleb Robertson,6349
325,Dana Adkins,5918
326,Nathan Blevins,7417
327,Camille King,6672
328,Richard Mozingo,6454
329,Theresa Schneider,6394
330,John Skinner,6253
331,Alisa Crouch,6977
332,William Thurber,7613
333,Alice Recher,6909
334,Randy Moore,7121
335,Gladys Culver,5589
336,Nicholas Hollenbeck,5966
337,Samantha Franz,7581
338,Frank Goh,5978
339,Gertrude Dupree,5703
340,Allen Waldschmidt,6602
341,Wilma Kliebert,7014
342,Jarvis Johnson,5555
343,Alishia Hatfield,7753
344,Donald Garza,5740
345,Sheryl Hanson,6784
346,Jeffrey Santos,6954
347,Christina Ward,6957
348,Justin Rivas,5570
349,Helen Rudder,7441
350,Robert Lutz,7192
351,Latesha Velez,7579
352,Abdul Nunemaker,5998
353,Denisse Dumesnil,6291
354,William Bolduc,6914
355,Marylyn Eckhardt,7049
356,Russell Morris,5949
357,Deneen Colon,6219
358,Richard Gilbert,5836
359,Betty Pacheco,6412
360,David Moore,6803
361,Guadalupe Rathbun,5789
362,Max Kenny,7109
363,Nina Stinger,6625
364,Justin Gifford,7053
365,Eleanor Ramirez,6731
366,Charles Thorpe,5841
367,Kimberly Dudley,6958
368,Frank Sutton,7182
369,Gwen Johnson,6927
370,Richard Miller,7042
371,Vicki Conner,7035
372,Charles Nash,7758
373,Juanita King,6814
374,Michael Owens,7478
375,Katherine Strickler,6220
376,Kenneth Yuro,7147
377,Edna Renfrow,6213
378,Robert Clarke,7110
379,Angela Sullivan,6954
380,Tom Flickner,7684
381,Autumn Somers,6169
382,Charles Hayes,6178
383,Deborah Mauk,7274
384,Derrick Browning,6591
385,Lynette Higgins,5673
386,Jeremy Collins,6219
387,Tonya Harbin,6772
388,David Radcliff,7761
389,Mary Fowler,5609
390,Frank Torres,7231
391,Laura Williams,7004
392,Harold Gentsy,5649
393,Carol Pou,7442
394,Marion Rake,6807
395,Elizabeth Robinette,7499
396,Jeffrey Whitty,6648
397,Daine Bradly,5656
398,Ralph Olivera,7524
399,Pearl Larkin,6376
3100,Jon Butt,5643
