EmpID,EmpName,EmpSalary
191,Vicki Armstrong,7087
192,Robert Litke,7356
193,Annie Levy,6788
194,Bryan Barber,6293
195,Veronica Pinsonnault,5922
196,Matthew Mirabella,6742
197,Dorothy Livingston,7095
198,Felipe Cleveland,6044
199,Heather Hewitt,7206
1910,Wayne Polo,7236
1911,Mable Johnson,6981
1912,Leslie Bratcher,6900
1913,Rita Summers,6801
1914,Michael Marley,7464
1915,Mae Harris,7741
1916,Thomas Wing,7337
1917,Cindy Harris,7491
1918,Kevin Cornell,6446
1919,Dale Artis,7351
1920,Travis Crowson,6930
1921,Cindy Sanders,6388
1922,Michael Pringle,6944
1923,Sandra Rivera,6642
1924,Charles Summer,6389
1925,Sharon Ireland,6984
1926,Richard Sinnott,6139
1927,Whitney Siegal,6344
1928,Justin Williams,5577
1929,Johnie Rooney,6426
1930,Colin Sosa,7064
1931,Denise Richards,7097
1932,Scott Ashcraft,7640
1933,Kerry Saunders,6048
1934,Harold Kerner,6283
1935,Tonia Alejandro,5930
1936,Lester Witmer,7164
1937,Doris Chenier,7736
1938,Marquis Clark,7304
1939,Denise Clark,5590
1940,George Doran,5763
1941,Darla Hausler,6150
1942,Marcelino Reed,5969
1943,Mary Davis,6003
1944,John Mitchell,5589
1945,Rita Vrabel,6836
1946,Alvin Myers,7056
1947,Joanne Hopfensperger,6586
1948,George Crook,5783
1949,Maria Carter,6970
1950,Charles Wilson,6473
1951,Maria Marriott,6521
1952,Walter Neal,7603
1953,Laura Alessio,7540
1954,George Bracco,7428
1955,Lori Dombkowski,5557
1956,Christopher Laflam,7117
1957,Elsie Overstreet,7544
1958,Jacob Nieves,7622
1959,Pearl Guidry,7167
1960,Aaron Johnson,7116
1961,Ellie Griffin,6311
1962,James Schwalb,7125
1963,Felicia Stephens,7036
1964,Edwin Breeden,5585
1965,Frances Young,7135
1966,Kevin Franklin,5769
1967,Shelly Benavides,5721
1968,John Gaddis,7362
1969,Marie Hart,6657
1970,Henry Sheller,6320
1971,Elisa Sullivan,7170
1972,Christopher Mcclanahan,6558
1973,Karen Liu,5844
1974,Eugene Hansen,7232
1975,Rosa Goode,6694
1976,Andrew Burridge,7022
1977,Isabel Berry,7079
1978,Ronald Frye,5922
1979,Debbie Friesenhahn,6316
1980,Craig Goetz,7289
1981,Janice Price,6649
1982,Edward Wiand,6577
1983,Elizabeth Poarch,7295
1984,Jason Lewis,5828
1985,Jacqueline Dietz,6704
1986,Clarence Hileman,7017
1987,Leticia Eaton,6433
1988,Elvis Tanzosch,6201
1989,Imelda Dashnaw,6025
1990,Kenneth Lambino,7088
1991,Yoshiko Perkins,6865
1992,Owen Schmig,7568
1993,Judith Pratt,6926
1994,David Larson,6885
1995,Helen Liv,6015
1996,John Carter,7484
1997,Lili Elam,6301
1998,Timothy Clark,6151
1999,Erin Osgood,6756
19100,John Ganong,5760
